Nombre del Centro;Nº de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional;Posición
CLINICA DERMATOLOGICA Y DE MEDICINA ESTETICA YOWE;24-C21-0183;AV. ROMA 4;24001;LEON;LEON;987211815;987237338;CONSULTAS MEDICAS;DEPOSITO DE MEDICAMENTOS#DERMATOLOGIA #MEDICINA ESTETICA#OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA);BELLEZA YOWE S.L;PRIVADOS;42.5978889, -5.576894
CLINICA DIAZ;47-C22-0466;CL. FUENTE EL SOL 51;47009;VALLADOLID;VALLADOLID;983398206;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;DIEZ ESPINILLA , RAQUEL;PRIVADOS;41.6660543, -4.7352403
CLINICA DR. CAMPO;40-C21-0009;PS. EZEQUIEL GONZALEZ N 30 BLOQUE 3 PORTAL 1   B;40002;SEGOVIA;SEGOVIA;921412956;921412956;CONSULTAS MEDICAS;OFTALMOLOGIA;CAMPO GUERRAS , JUAN ANTONIO;PRIVADOS;40.9432861, -4.1196981
CLINICA DRA. TERRON;37-C251-0251;CL. SAN PABLO 13-15;37001;SALAMANCA;SALAMANCA;609773772;0;ESPECIALIZADOS: CLINICAS DENTALES;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA#ODONTOLOGIA / ESTOMATOLOGIA;TERRON GARCIA , MARIA TERESA;PRIVADOS;40.963237, -5.664029
CLINICA DRA. TREMIÑO & DR. ROSIQUE;47-C21-0393;CL. SANTIAGO 25  A;47001;VALLADOLID;VALLADOLID;983351066;0;CENTROS POLIVALENTES;FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#NUTRICION Y DIETETICA#TERAPIAS NO CONVENCIONALES;TREMIÑO SAN EMETERIO , M. DOLORES;PRIVADOS;41.6491941, -4.7292399
CLINICA EL MORAL-PSICOTECNICO VILLA DEL PRADO;47-C24-0115;CL. MONASTERIO SANTA MARIA DE MONTSERRAT 7;47015;VALLADOLID;VALLADOLID;605727828;0;CENTROS POLIVALENTES;LOGOPEDIA#MEDICINA GENERAL /  DE FAMILIA#OTRAS UNIDADES ASISTENCIALES (CENTRO DE RECONOCIMIENTO) #OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA)#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);MORAL ASOCIADOS S.L.L.;PRIVADOS;41.646742, -4.7467922
CLINICA ERGO;24-C21-0251;PZ. SAN MARCOS 2;24001;LEON;LEON;0;0;CONSULTAS MEDICAS;ENFERMERIA#GINECOLOGIA #OBSTETRICIA#OBTENCION DE MUESTRAS;FERNANDEZ DIAZ , MARIA;PRIVADOS;42.600851, -5.581225
CLINICA EXCELDENTAL;47-C251-0219;PZ. DE ESPAÑA 13 4 DRCHA.;47001;VALLADOLID;VALLADOLID;983200272;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ROJAS JARAMILLO S.L.;PRIVADOS;41.6486625, -4.7252796
CLINICA FISE;09-C22-0388;AV. EUROPA 32;09200;MIRANDA DE EBRO;BURGOS;626269087;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;MONTEAGUDO JATO , PATRICIA;PRIVADOS;42.6851, -2.9348877
CLINICA FISIOFEM;24-C22-0288;CL. CARDENAL LANDAZURI 2 Con26;24003;LEON;LEON;987006789;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;CURBERA RODRIGUEZ , MARIA;PRIVADOS;42.6009331, -5.5674773
CLINICA FISIOLIVE;47-C22-0424;CR. RUEDA 36;47008;VALLADOLID;VALLADOLID;678893421;0;CENTROS POLIVALENTES;FISIOTERAPIA#OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA)#PODOLOGIA;MADU SALUD SOCIEDAD COOPERATIVA;PRIVADOS;41.627372, -4.7419667
CLINICA FISIOLYS;37-C22-0486;CL. COLOMBIA N 32 LOCAL 2;37003;SALAMANCA;SALAMANCA;923622611;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA#LOGOPEDIA;SANCHEZ CASADO , ALEXANDRA;PRIVADOS;40.9688625, -5.644058
CLINICA FISIORIVHER;49-C24-0019;CL. AMARGURA 2  B;49012;ZAMORA;ZAMORA;980524454;0;CENTROS POLIVALENTES;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#FISIOTERAPIA;RIVERA HERRERO , DAVID;PRIVADOS;41.508858, -5.739053
CLINICA FISIOTERAPIA AXIS;24-C22-0105;CL. SEÑOR DE BEMBIBRE 31;24005;LEON;LEON;637448950;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;DIEZ DEL RIO , OMAR;PRIVADOS;42.5903073, -5.5679017
CLINICA FISIOVITAL;37-C22-0648;CR. DE MADRID S/N, LOCAL 10 (CENTRO CIAL. LA FONTANA);37900;SANTA MARTA DE TORMES;SALAMANCA;685616642;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA#PODOLOGIA;SALDIVIA YAGODE , CAROLINA ANDREA;PRIVADOS;40.9492102, -5.6306215
CLINICA FRAGMA FISIOTERAPIA;47-C22-0546;CL. JUAN MAMBRILLA 25 - LOCAL 1;47003;VALLADOLID;VALLADOLID;605617718;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;ALONSO DEL BLANCO , ELENA;PRIVADOS;41.6521328, -4.728562
CLINICA GALVAN DENTAL KIDS;47-C251-0325;CL. ACERA DE RECOLETOS 5;47004;VALLADOLID;VALLADOLID;983398558;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;CLINICA GALVAN RECOLETOS CUATRO S.L.;PRIVADOS;41.64599, -4.7278
CLINICA GALVAN-LOBO ODONTOLOGIA INFANTIL Y FAMILIAR;47-C251-0323;CL. GAMAZO 28;47004;VALLADOLID;VALLADOLID;983335566;0;ESPECIALIZADOS: CLINICAS DENTALES;CIRUGIA MAXILOFACIAL#FISIOTERAPIA#LOGOPEDIA#ODONTOLOGIA / ESTOMATOLOGIA;CLINICA GALVAN-LOBO SL;PRIVADOS;41.6452271, -4.7264055
CLINICA GINECOLOGICA CORREDERA;37-C21-0223;PZ. DE CARMELITAS 10-11;37007;SALAMANCA;SALAMANCA;923213595;0;CONSULTAS MEDICAS;GINECOLOGIA #OBSTETRICIA;CORREDERA HERNANDEZ , FRANCISCO JAVIER;PRIVADOS;40.9691691, -5.667804
CLINICA GINECOLOGICA MATILDE GARCIA MERAYO;24-C21-0240;CL. ALCAZAR DE TOLEDO 14-4 IZDA;24001;LEON;LEON;679193079;0;CONSULTAS MEDICAS;GINECOLOGIA #OBSTETRICIA;GARCIA MERAYO , MATILDE;PRIVADOS;42.588851, -5.597362
CLINICA GINECOLOGICA PARQUESOL;47-C21-0424;CL. ENRIQUE CUBERO 162;47016;VALLADOLID;VALLADOLID;983378918;0;CONSULTAS MEDICAS;GINECOLOGIA #OBSTETRICIA#OBTENCION DE MUESTRAS#PLANIFICACION FAMILIAR;CLINICA GINECOLOGICA PARQUESOL S.L.;PRIVADOS;41.6366789, -4.7679063
CLINICA GIRA;47-C24-0124;CL. ALVAREZ TALADRIZ 15 LOCAL 2;47007;VALLADOLID;VALLADOLID;680935805;0;CENTROS POLIVALENTES;MEDICINA GENERAL /  DE FAMILIA#OTRAS UNIDADES ASISTENCIALES (CENTRO DE RECONOCIMIENTO) #OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);MAÑANES MARTIN , JOSE LUIS;PRIVADOS;41.6521328, -4.728562
CLINICA GOLAN;47-C21-0276;CL. FRAY LUIS DE LEON 8  C;47002;VALLADOLID;VALLADOLID;983210879;0;CONSULTAS MEDICAS;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA;CLINICA GOLAN SL;PRIVADOS;41.6512251, -4.7235752
CLINICA HERNADENT (C/ EL GRECO);37-C251-0060;CL. EL GRECO, 13-15;37004;SALAMANCA;SALAMANCA;923251818;923251818;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ESTETICA DENTAL SALAMANCA S.L.;PRIVADOS;40.9723873, -5.6524838
CLINICA HERNANSANZ;47-C251-0365;CL. REAL 70- LOCAL;47420;ISCAR;VALLADOLID;647647124;0;CENTROS POLIVALENTES;FISIOTERAPIA#ODONTOLOGIA / ESTOMATOLOGIA#OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA)#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);HERNANSANZ ACEVES , MARIA LUISA;PRIVADOS;41.364553, -4.510221
CLINICA IDELLA;47-C21-0423;CL. TERESA GIL 22 1 DRCHA OFICINA B;47002;VALLADOLID;VALLADOLID;605565990;0;CONSULTAS MEDICAS;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA;GARCIA COLLADO , SERGIO;PRIVADOS;41.6498218, -4.7252677
CLINICA JULIO ESPINOSA;47-C24-0098;AV. DE VALLADOLID 8;47320;TUDELA DE DUERO;VALLADOLID;616449110;0;CENTROS POLIVALENTES;IMPLANTACION DE TEJIDOS#ODONTOLOGIA / ESTOMATOLOGIA#PODOLOGIA;ESPINOSA GONZALEZ , JULIO;PRIVADOS;41.5901163, -4.5989986
CLINICA LA VEGA;47-C24-0067;CL. FRANCISCO VITORIA 6  9;47195;ARROYO;VALLADOLID;983407986;0;CENTROS POLIVALENTES;FISIOTERAPIA#ODONTOLOGIA / ESTOMATOLOGIA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);ALVAREZ LOZANO , JUAN IGNACIO;PRIVADOS;41.6204033, -4.7781013
CLINICA LAS FRANCESAS;47-C22-0349;CL. SANTIAGO 22 P-1;47001;VALLADOLID;VALLADOLID;983114494;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;FISIOBACK PREVENCION SL;PRIVADOS;41.6495039, -4.7291617
CLINICA LLORENTE;34-C22-0013;PZ. PIÑA MERINO 3;34120;CARRION DE LOS CONDES;PALENCIA;979880301;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;LLORENTE FERNANDEZ , IGNACIO;PRIVADOS;42.3369688, -4.6001807
CLINICA LOPEZ CORCUERA;09-C22-0160;CL. VITORIA 157  A;09007;BURGOS;BURGOS;947219226;0;CENTROS POLIVALENTES;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#CIRUGIA PLASTICA Y REPARADORA#FISIOTERAPIA#PODOLOGIA;CLINICA LOPEZ CORCUERA S.C.P.;PRIVADOS;42.3518554, -3.6717043
CLINICA LOPEZ CORCUERA;09-C24-0048;CL. CARDENAL BENLLOCH 1;09004;BURGOS;BURGOS;639476542;0;CENTROS POLIVALENTES;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#CIRUGIA PLASTICA Y REPARADORA#FISIOTERAPIA#PODOLOGIA;CLINICA LOPEZ CORCUERA S.C.P.;PRIVADOS;42.3422132, -3.6962481
CLINICA LUNA;24-C22-0160;CL. ALCAZAR DE TOLEDO 7  D;24001;LEON;LEON;633480158;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;NUÑEZ LUNA , LAURA;PRIVADOS;42.5978545, -5.5755609
CLINICA MASSANA IMOBE CL;24-C2590-0056;CL. GIL Y CARRASCO 5;24001;LEON;LEON;680581359;0;OTROS CENTROS ESPECIALIZADOS;APARATO DIGESTIVO#CIRUGIA ESTETICA#CIRUGIA PLASTICA Y REPARADORA#DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#ODONTOLOGIA / ESTOMATOLOGIA#OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA)#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);PROACTIVE MED S.L.;PRIVADOS;42.596733, -5.573382
CLINICA MASSANA LOPEZ GOMEZ;47-C3-0235;CL. LOPEZ GOMEZ 8;47002;VALLADOLID;VALLADOLID;983217850;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;APARATO DIGESTIVO#CIRUGIA ESTETICA#CIRUGIA PLASTICA Y REPARADORA#DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#NUTRICION Y DIETETICA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);MEDESMEL CLINIC S.L.;;41.649727, -4.723912
CLINICA MATTHEWS TREMBLAY FISIOTERAPIA;37-C22-0521;CL. PEREZ OLIVA 26;37005;SALAMANCA;SALAMANCA;664103084;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;MATTHEWS , ROGER CHARLES;PRIVADOS;40.9712569, -5.660138
CLINICA MAYOR ANTIGUA;34-C22-0159;CL. MAYOR ANTIGUA 73;34005;PALENCIA;PALENCIA;628257438;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;MARTIN DE LA HOZ , RAQUEL;PRIVADOS;42.0071339, -4.5339121
CLINICA MEDICA HIPOCRATES;47-C24-0011;CL. RECOLETAS 7;47006;VALLADOLID;VALLADOLID;983308265;983362835;CENTROS POLIVALENTES;ALERGOLOGIA#APARATO DIGESTIVO#CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#DERMATOLOGIA #ENDOCRINOLOGIA #FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#MEDICINA INTERNA#MEDICINA LEGAL Y FORENSE #NEUMOLOGIA#OBTENCION DE MUESTRAS#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PSIQUIATRIA;POLICLINICA MEDICA HIPOCRATES;PRIVADOS;41.646814, -4.7337879
CLINICA MEDICA SALAMANCA;37-C24-0005;AV. DE CAMPOAMOR 24;37003;SALAMANCA;SALAMANCA;923237273;923249525;CENTROS POLIVALENTES;ANESTESIA Y REANIMACION#APARATO DIGESTIVO#CARDIOLOGIA#CIRUGIA MENOR AMBULATORIA#CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#MEDICINA INTERNA#NUTRICION Y DIETETICA#OBTENCION DE MUESTRAS#OTRAS UNIDADES ASISTENCIALES (CENTRO DE RECONOCIMIENTO) #OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PODOLOGIA#PSIQUIATRIA#TRATAMIENTO DEL DOLOR#VACUNACION;CLINICA MEDICA SALAMANCA S.L.;PRIVADOS;40.9653573, -5.6550308
CLINICA MENCIA;37-C252-0004;RD. DEL CORPUS 41;37002;SALAMANCA;SALAMANCA;923271178;0;ESPECIALIZADOS: CENTROS DE REPRODUCCION HUMANA ASISTIDA;ANESTESIA Y REANIMACION#BANCO DE EMBRIONES#BANCO DE OOCITOS#BANCO DE SEMEN#CIRUGIA GENERAL Y DIGESTIVO#CIRUGIA MAYOR AMBULATORIA#CIRUGIA MENOR AMBULATORIA#DEPOSITO DE MEDICAMENTOS#FECUNDACION IN VITRO#GINECOLOGIA #HOSPITAL DE DIA #INSEMINACION ARTIFICIAL#INTERRUPCION VOLUNTARIA DEL EMBARAZO #LABORATORIO DE SEMEN PARA CAPACITACION ESPERMATICA#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#OBSTETRICIA#OBTENCION DE MUESTRAS#OTRAS UNIDADES ASISTENCIALES#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PLANIFICACION FAMILIAR#RECUPERACION DE OOCITOS#TRATAMIENTO DEL DOLOR#VACUNACION;CLINICA GINECOLOGICA DE SALAMANCA S.L.;PRIVADOS;40.9689971, -5.6651161
CLINICA NATURISTA ANDRES JOSE URSA HERGUEDAS;47-C21-0307;CL. ESPIRITU SANTO 5 2 IZDA.;47006;VALLADOLID;VALLADOLID;983308314;0;CONSULTAS MEDICAS;DEPOSITO DE MEDICAMENTOS#MEDICINA GENERAL /  DE FAMILIA#TERAPIAS NO CONVENCIONALES;URSA HERGUEDAS , ANDRES JOSE;PRIVADOS;41.6452558, -4.7346074
CLINICA NEURONES;37-C22-0683;AV. COMUNEROS 17;37005;SALAMANCA;SALAMANCA;619159329;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);GONZALEZ GOMEZ , ELVIRA;PRIVADOS;40.968732, -5.656511
CLINICA NEXO-DR. AGUADO MAÑAS;47-C21-0467;CL. DOMINGO MARTINEZ 6 - BAJO;47007;VALLADOLID;VALLADOLID;609839423;0;CONSULTAS MEDICAS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PSIQUIATRIA;AGUADO MAÑAS , JOSE ANTONIO;PRIVADOS;41.6521807, -4.728605
CLINICA OCULAR SANCHEZ;05-C21-0137;PS. DE SANTO TOMAS 2;05003;AVILA;AVILA;626991778;0;CONSULTAS MEDICAS;OFTALMOLOGIA;CLINICA OCULAR SANCHEZ S.L.;PRIVADOS;40.6498492, -4.6909842
CLINICA ODONTOBIERZO;24-C251-0304;AV. CAMINO DE SANTIAGO 130 B;24410;CAMPONARAYA;LEON;987450369;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;SERVICIOS ODONTOLOGICOS BERCIANOS S.L.P.;PRIVADOS;42.58301, -6.67424
CLINICA ODONTOLOGICA D. ALBERTO CARRILLO;09-C251-0212;PS. DE LASERNA 5-7;09001;BURGOS;BURGOS;629151675;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ASM ODONTOLOGIA S.L.;PRIVADOS;42.3359929, -3.7102734
CLINICA ODONTOLOGICA DE LA UNIVERSIDAD DE SALAMANCA;37-C2590-0023;CL. PROLONGACION DEL PSO. DE LA UNIVERSIDAD DE COIMBRA S/N;37007;SALAMANCA;SALAMANCA;923294666;923294868;OTROS CENTROS ESPECIALIZADOS;CIRUGIA MAXILOFACIAL#ODONTOLOGIA / ESTOMATOLOGIA;UNIVERSIDAD DE SALAMANCA;PRIVADOS;40.9672672, -5.6784133
CLINICA ODONTOLOGICA ENCINAS BLASCO;47-C251-0222;CL. PAULINA HARRIET 27 LOCAL 2;47006;VALLADOLID;VALLADOLID;983340634;0;ESPECIALIZADOS: CLINICAS DENTALES;IMPLANTACION DE TEJIDOS#ODONTOLOGIA / ESTOMATOLOGIA;CLINICA ODONTOLOGICA ENCINAS BLASCO S.L.P.;PRIVADOS;41.6459262, -4.7339816
CLINICA ODONTOLOGICA RAMOS LOMA;34-C251-0092;CL. EL ARROYAL 2;34880;GUARDO;PALENCIA;606365429;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;RAMOS LOMA S.L.;PRIVADOS;42.7880573, -4.8441667
CLINICA OFTALMOLOGICA ANGULO S.L.;47-C21-0172;CL. SANTIAGO 13  C;47001;VALLADOLID;VALLADOLID;983377788;983132479;CONSULTAS MEDICAS;OFTALMOLOGIA;CLINICA OFTALMOLOGICA ANGULO SL;PRIVADOS;41.6503755, -4.7287487
CLINICA OFTALMOLOGICA BAVIERA PALENCIA;34-C2590-0007;PZ. DE LOS JUZGADOS 1;34001;PALENCIA;PALENCIA;0;0;OTROS CENTROS ESPECIALIZADOS;OFTALMOLOGIA;CLINICA BAVIERA S.A.;PRIVADOS;42.0115288, -4.5309529
CLINICA OFTALMOLOGICA PEREZ VERA;24-C2590-0031;CR. DE CIRCUNVALACION SN;24010;TROBAJO DEL CAMINO;LEON;987801212;987801919;OTROS CENTROS ESPECIALIZADOS;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA#OFTALMOLOGIA;CLINICA OFTALMOLOGICA PEREZ VERA S.A.;PRIVADOS;42.632425, -5.6735225
CLINICA OFTALMOLOGICA QUO;47-C2590-0041;PZ. JUAN DE AUSTRIA 10;47006;VALLADOLID;VALLADOLID;983393258;0;OTROS CENTROS ESPECIALIZADOS;ANESTESIA Y REANIMACION#CIRUGIA MAYOR AMBULATORIA#CIRUGIA MENOR AMBULATORIA#CIRUGIA REFRACTIVA#DEPOSITO DE MEDICAMENTOS#OFTALMOLOGIA;MARA CLINICAL S.L.;PRIVADOS;41.6382399, -4.7402658
CLINICA OMEDOS;24-C24-0005;CL. SERAFIN MORALES 3;24100;VILLABLINO;LEON;987472233;987480689;CENTROS POLIVALENTES;DERMATOLOGIA #ENFERMERIA#FISIOTERAPIA#GINECOLOGIA #MEDICINA GENERAL /  DE FAMILIA#NEUMOLOGIA#OBTENCION DE MUESTRAS#OTRAS UNIDADES ASISTENCIALES (CENTRO DE RECONOCIMIENTO) #OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PODOLOGIA#URGENCIAS;CLINICA OMEDOS S.L.;PRIVADOS;42.9392035, -6.3220097
CLINICA ORALDUERO;09-C251-0139;AV. EL FERIAL 9;09400;ARANDA DE DUERO;BURGOS;947514310;947507586;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ARANDENTAL ORIGINAL S.L.;PRIVADOS;41.6734462, -3.6840314
CLINICA PALAZUELOS;40-C251-0083;CL. LOBOS 1  E;40194;PALAZUELOS DE ERESMA;SEGOVIA;921449844;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;DUQUE ESTEVENEZ DENTAL S.L.P;PRIVADOS;40.9316, -4.0582364
CLINICA PERIOCELL DENTAL OFFICE;47-C251-0212;CL. SANTIAGO 16 5 IZDA.;47001;VALLADOLID;VALLADOLID;983372307;983373795;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;PERIOCELL DENTAL OFFICE S.L.N.E.;PRIVADOS;41.6499023, -4.7290129
CLINICA PLENUM;47-C24-0076;CL. MIGUEL ISCAR 5 4 DRCHA.;47001;VALLADOLID;VALLADOLID;983048934;0;CENTROS POLIVALENTES;CIRUGIA MAXILOFACIAL#CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#CIRUGIA PLASTICA Y REPARADORA#DEPOSITO DE MEDICAMENTOS#FISIOTERAPIA#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA)#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PODOLOGIA#REHABILITACION;CLINICA PLENUM S.L.;PRIVADOS;41.6483873, -4.7285038
CLINICA PLUVIAL;47-C251-0249;CL. NICASIO PEREZ 21;47005;VALLADOLID;VALLADOLID;983189495;0;CENTROS POLIVALENTES;FISIOTERAPIA#ODONTOLOGIA / ESTOMATOLOGIA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PODOLOGIA;ECO DENT 2005, S.L.;PRIVADOS;41.6503644, -4.715753
CLINICA PODOCEN;05-C22-0136;PS. SAN ROQUE, 1  B;05003;AVILA;AVILA;920220405;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;HERNANDEZ GALINDO , JOSE MIGUEL;PRIVADOS;40.6540584, -4.6904542
CLINICA PODOLOGIA AVANZADA (PIEVITAL);09-C22-0025;CL. MIRANDA DO DOURO N 17 TRASERAS;09400;ARANDA DE DUERO;BURGOS;947048821;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;DEPOSITO DE MEDICAMENTOS#PODOLOGIA;PASCUAL GALINDO , ANA BELEN;PRIVADOS;41.6672637, -3.6880993
CLINICA PODOLOGICA AGUSTIN GONZALEZ;47-C22-0492;CL. MIGUEL ISCAR 16, PORTAL 2, 1.;47001;VALLADOLID;VALLADOLID;635267627;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;GONZALEZ IZQUIERDO , AGUSTIN;PRIVADOS;41.6521328, -4.728562
CLINICA PODOLOGICA ARENAL 80;09-C22-0240;CL. ARENAL 80;09200;MIRANDA DE EBRO;BURGOS;947775061;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;UGARTE GALILEA , JAVIER;PRIVADOS;42.686415, -2.9433244
CLINICA PODOLOGICA AVANZADA. BIOMECANICA Y CIRUGIA;40-C22-0170;AV. VIA ROMA 28;40003;SEGOVIA;SEGOVIA;921119311;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;PEREZ BOAL , EDUARDO;PRIVADOS;40.9494838, -4.1137277
CLINICA PODOLOGICA BRIZUELA;47-C22-0134;PZ. ROSA CHACEL 2;47012;VALLADOLID;VALLADOLID;616274288;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;LOPEZ BRIZUELA , ALMA MARIA;PRIVADOS;41.6419739, -4.7190283
CLINICA PODOLOGICA C. MUÑOZ VELASCO;37-C22-0185;CL. ARAPILES N 3 PORTAL 1   E;37300;PEÑARANDA DE BRACAMONTE;SALAMANCA;619855826;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;MUÑOZ VELASCO , CRISTINA;PRIVADOS;40.8987421, -5.2017526
CLINICA PODOLOGICA CAROLINA GARCIA TAPIA;37-C22-0121;CL. CASTILLO 10;37184;VILLARES DE LA REINA;SALAMANCA;675158654;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;GARCIA TAPIA , CAROLINA;PRIVADOS;41.00427, -5.6392488
CLINICA PODOLOGICA CASTRILLO;47-C22-0080;CL. FELIPE II 2- 2. IZDA.;47003;VALLADOLID;VALLADOLID;983304242;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;CASTRILLO GRANADO , LAURA;PRIVADOS;41.6543541, -4.7260301
CLINICA PODOLOGICA CLIPO;24-C22-0073;CL. TRUCHILLAS 3;24010;LEON;LEON;696914799;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;ALONSO FERNANDEZ , ALBA MARIA;PRIVADOS;42.6046361, -5.5892219
CLINICA PODOLOGICA DE ANTA (TORO);49-C22-0212;PZ. SAN AGUSTIN 9;49800;TORO;ZAMORA;680425218;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;MARTIN SAMPEDRO , MANUEL;PRIVADOS;41.520463, -5.390885
CLINICA PODOLOGICA DE D. ALFREDO SOMOZA YUSTE;05-C22-0147;CL. D. JUAN JOSE MARTIN, 10;05001;AVILA;AVILA;920251311;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;SOMOZA YUSTE , ALFREDO;PRIVADOS;40.6562473, -4.6933257
CLINICA PODOLOGICA FERNANDEZ VEGA;24-C22-0558;CL. RODRIGUEZ DE CELA LOCAL 17;24700;ASTORGA;LEON;688910708;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;FERNANDEZ VEGA , ALVARO;PRIVADOS;42.4553555, -6.0529025
CLINICA PODOLOGICA LA ASUNCION;37-C22-0390;CL. ALFONSO XIII 19;37770;GUIJUELO;SALAMANCA;923580616;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;MARCOS TEJEDOR , MARTA;PRIVADOS;40.5561358, -5.6712605
